ID,FirstName,LastName,PhoneNum
11118,Daniel,Mizrachi,054-3028659
11119,Ben,Avraham,056-7657967
11120,Efrat,Frank,055-3477314
11121,Chana,Ben-David,050-8345376
11122,Gal,Goldstein,057-8863701
11123,Ari,Engel,056-4573392
11124,Zohar,Cohen,056-5959837
11125,Yonatan,Vardi,057-3638790
11126,Orly,Yosef,059-1394507
11127,Ron,Schwartz,058-2689327
11128,Devora,Yosef,056-8748641
11129,Shira,Shapira,052-8355184
11130,Yaakov,Goldstein,055-6234672
11131,Itai,Biton,056-4894571
11132,Penina,Biton,055-9560995
11133,Tomer,Baum,054-9094876
11134,Lior,Feldman,056-1908971
11135,Paz,Rosen,057-9596189
11136,Tal,Silver,050-4425310
11137,Michal,Pollak,050-7556216
11138,Ari,Gross,055-1550536
11139,Ziv,Adler,051-4985564
11140,Kobi,Levi,059-8906508
11141,Eli,Dahan,052-3595920
11142,Daniel,Weinstein,056-7440403
11143,Liora,Diamond,056-6418564
11144,Paz,Silver,050-6441217
11145,Gil,Zamir,052-5659304
11146,Tal,Rabinowitz,051-7910092
11147,Orly,Lieberman,053-6619361
11148,Eli,Vardi,052-9398323
11149,Michal,Biton,057-1201772
11150,Rachel,Levin,051-5022512
11151,Ilana,Mizrachi,055-8601488
11152,Eli,Rosenberg,051-4751016
11153,Tamar,Ben-David,057-7456703
11154,Ron,Fischer,055-7245985
11155,Nir,Baum,051-6289904
11156,Ido,Levi,057-1186804
11157,Miriam,Teller,055-9350455
11158,David,Hoffman,052-7265980
11159,Yaakov,Levin,056-9918811
11160,Efrat,Lieberman,054-2553735
11161,Lior,Ben-David,053-6765873
11162,Ruth,Vardi,058-8281628
11163,Yonatan,Gross,058-7663007
11164,Ran,Adler,053-6262031
11165,Michal,Levi,050-7423587
11166,Ziv,Feldman,055-2055431
11167,Rachel,Dahan,057-8494985
11168,Rachel,Biton,059-4368129
11169,Batya,Jacobson,054-6613245
11170,Dor,Biton,052-8622601
11171,Ben,Lieberman,054-6607460
11172,Julia,Silver,050-2109600
11173,Efrat,Diamond,052-2879023
11174,Ben,Lieberman,056-2496186
11175,Shira,Lieberman,056-2290925
11176,Yaron,Goldstein,056-6626848
11177,Itai,Goldstein,052-3139202
11178,Matan,Ben-David,057-1656427
11179,Hadasa,Avraham,050-2798703
11180,Nadav,Jacobson,051-3815615
11181,Ruth,Yosef,057-2213021
11182,Naomi,Kaplan,054-1730819
11183,Naomi,Oren,054-5131532
11184,Keren,Ben-David,054-3002962
11185,Nir,Adler,058-2844917
11186,Devora,Ashkenazi,059-5189926
11187,David,Yosef,050-9744211
11188,Moshe,Gross,058-1199966
11189,Adam,Silver,058-1701296
11190,Liat,Friedman,054-1269759
11191,Alon,Schwartz,054-1422151
11192,Sarah,Mizrachi,058-2884180
11193,Shmuel,Feldman,056-4713739
11194,Sarah,Silver,058-8249719
11195,Yaakov,Rabinowitz,052-2772702
11196,Hai,Biton,051-7894297
11197,Hila,Miller,054-8013206
11198,Moshe,Shapira,051-3697160
11199,Ron,Diamond,057-8080411
11200,Matan,Goldstein,058-2925216
11201,Ran,Weinstein,055-9785983
11202,Alon,Adler,052-1865277
11203,Inbar,Lieberman,059-9543768
11204,Naomi,Horowitz,059-6386017
11205,Noam,Rosenberg,056-1075495
11206,Ruth,Goldstein,050-5105241
11207,Eli,Dahan,054-8260096
11208,Leah,Baum,055-9312041
11209,Ido,Ashkenazi,056-7555581
11210,Rivka,Hershko,058-2619858
11211,Dor,Levi,054-6794239
11212,Daniel,Blum,053-9410576
11213,Orly,Ullman,056-5877165
11214,Eitan,Adler,054-6900708
11215,Yitzhak,Jacobson,056-3418737
11216,Orly,Gross,053-3184117
11217,Lior,Weiss,050-8914881
11218,Omer,Lieberman,058-9207371
11219,Noa,Horowitz,051-4126421
11220,Yael,Avraham,053-7108156
11221,Rachel,Hershko,054-6378689
11222,Liat,Adler,051-9455471
11223,David,Vardi,055-9455704
11224,Ben,Miller,053-6239391
11225,Yaakov,Jacobson,053-7190676
11226,Nadav,Rabinowitz,054-3361529
11227,Batya,Israel,058-6920180
11228,Orly,Kaplan,058-3096889
11229,Yonatan,Cohen,056-7426911
11230,Leah,Rosen,059-4290759
11231,Yonatan,Hoffman,059-7958968
11232,Omer,Frank,056-3738588
11233,Nir,Berkowitz,056-4958690
11234,Oren,Rosenberg,057-6711907
11235,Gil,Horowitz,051-9932581
11236,Chen,Pollak,059-6777863
11237,Sarah,Rabinowitz,057-1548885
11238,Tal,Shapira,058-1297760
11239,Amit,Frank,057-2353346
11240,Avraham,Baum,052-5969420
11241,Rachel,Levi,052-7485646
11242,Penina,Stern,054-8630803
11243,Eli,Ben-David,055-4582725
11244,Ohad,Avraham,054-5139080
11245,Noam,Levi,053-4125247
11246,Hai,Zamir,051-9868236
11247,Michal,Teller,056-8862814
11248,Penina,Rabinowitz,050-8122778
11249,Dana,Rabinowitz,057-5311871
11250,Batya,Green,052-1868054
11251,Eitan,Dahan,050-5953899
11252,Yosef,Levin,053-9544583
11253,Kobi,Berkowitz,057-3909454
11254,Shira,Levi,051-8498835
11255,Batya,Weinstein,057-6801434
11256,Eli,Klein,054-3390200
11257,Nir,Gross,053-4791261
11258,Lior,Shapira,054-3149978
11259,Rachel,Ashkenazi,057-9000939
11260,Keren,Ben-David,052-8650209
11261,Inbar,Horowitz,055-8480982
11262,Sarah,Peretz,052-2789302
11263,Ilana,Jacobson,055-4132328
11264,Amit,Avraham,054-9830379
11265,Tomer,Diamond,050-4813029
11266,Tamar,Klein,058-4863674
11267,Ruth,Adler,058-9207184
11268,Liat,Israel,054-3958594
11269,Moshe,Ashkenazi,054-8753109
11270,Adam,Vardi,059-5136994
11271,Leah,Teller,058-6218945
11272,Keren,Ashkenazi,057-1939149
11273,Noa,Miller,053-3980610
11274,Julia,Feldman,053-3194497
11275,Shmuel,Goldstein,055-6209100
11276,Yael,Dahan,056-8955769
11277,Ron,Baum,057-8587594
11278,Julia,Teller,051-9721090
11279,Orly,Jacobson,056-4611283
11280,Hila,Zamir,051-4771939
11281,Penina,Gross,059-5875062
11282,Zohar,Newman,052-2084532
11283,Gal,Weinstein,058-6625668
11284,Liora,Rosenberg,053-6573197
11285,Shmuel,Dahan,059-5710783
11286,Inbar,Schwartz,057-9177478
11287,Penina,Diamond,052-7728139
11288,Ben,Israel,059-7359787
11289,Rivka,Stern,059-9278963
11290,Ayala,Miller,051-9031098
11291,Merav,Rabinowitz,052-3267363
11292,Moshe,Mizrachi,058-3069052
11293,Moshe,Levi,051-5286957
11294,Yonatan,Israel,056-7982960
11295,Daniel,Adler,052-6364293
11296,Oren,Gross,057-6425131
11297,Sarah,Avraham,054-1717135
11298,Orly,Vardi,056-8470975
11299,Eitan,Rabinowitz,050-9577406
11300,David,Cohen,054-6922990
11301,Hadasa,Vardi,057-4076819
11302,Nadav,Katz,052-9116327
11303,Ron,Yosef,059-7611522
11304,Dana,Fischer,052-5989728
11305,Ilana,Klein,050-6793696
11306,Gal,Frank,051-8797187
11307,Ran,Zamir,055-2072834
11308,Ziv,Silver,053-5295287
11309,Chen,Ashkenazi,053-6495320
11310,Gil,Diamond,057-7260225
11311,Keren,Ullman,057-9350126
11312,Liora,Schwartz,054-3182395
11313,Noa,Ben-David,055-9926023
11314,Chana,Gross,050-4469813
11315,Eliyahu,Cohen,054-8341765
11316,Amit,Horowitz,050-8890532
11317,Chana,Biton,052-9556458
11318,Avraham,Baum,051-1591068
11319,Chana,Horowitz,056-7594058
11320,Yael,Oren,057-5579329
11321,Batya,Goldstein,051-8708517
11322,Ido,Ashkenazi,052-5862556
11323,Gil,Hoffman,056-8100040
11324,Galit,Teller,053-1845871
11325,Dor,Goldstein,055-4308896
11326,Noa,Miller,055-3422763
11327,Rachel,Gross,058-8474069
11328,Tamar,Hershko,053-6371660
11329,David,Green,058-2570626
11330,Daniel,Teller,057-3950400
11331,Ilana,Vardi,053-5991806
11332,Ayala,Rosen,054-7965880
11333,Noam,Rosenberg,056-2479205
11334,Matan,Pollak,059-4432778
11335,Maya,Teller,053-2800475
11336,Penina,Adler,052-8405418
11337,Adam,Adler,054-5289373
11338,Eli,Newman,050-6341250
11339,Eliyahu,Rabinowitz,059-6652152
11340,Shira,Adler,053-1276989
11341,Daniel,Silver,056-4369728
11342,Noa,Goldstein,051-1902897
11343,Rivka,Ullman,051-7523666
11344,Matan,Peretz,057-9563386
11345,Ayala,Zamir,050-6040881
11346,Galit,Avraham,051-4430633
11347,Rachel,Ashkenazi,053-8992988
11348,Itai,Oren,056-7121845
11349,Tal,Green,052-6316747
11350,Ruth,Zamir,058-7586181
11351,Liora,Frank,057-2026583
11352,Adam,Hoffman,054-9670951
11353,Ruth,Weinstein,050-8955811
11354,Amit,Rosenberg,059-7445481
11355,Eitan,Gross,054-4071584
11356,Chana,Cohen,050-3135613
11357,Penina,Berkowitz,053-2759413
11358,Dor,Shapira,056-9544879
11359,Penina,Klein,057-5392610
11360,Hila,Levi,052-2079421
11361,Itai,Diamond,058-9988298
11362,Paz,Biton,055-9383946
11363,Chana,Dahan,052-2130757
11364,Julia,Lieberman,052-7281558
11365,Eliyahu,Yosef,059-6925603
11366,Yael,Ashkenazi,051-8934301
11367,Michal,Teller,055-6637087
11368,Naomi,Oren,052-3602792
11369,Eli,Vardi,055-7065485
11370,Lior,Vardi,058-6421783
11371,Naomi,Hershko,050-8334649
11372,Alon,Cohen,052-3480382
11373,Merav,Ben-David,052-4737912
11374,Hai,Fischer,052-8362307
11375,Julia,Pollak,057-2742651
11376,Leah,Yosef,053-6884604
11377,Yael,Blum,057-3628128
11378,Yael,Jacobson,054-9369093
11379,Nadav,Baum,054-7038727
11380,Zohar,Mizrachi,057-3531523
11381,Ilana,Berkowitz,051-1164547
11382,Ido,Levin,055-1826785
11383,Julia,Kaplan,050-9056135
11384,Yaron,Adler,054-6882425
11385,Avraham,Zamir,055-2864190
11386,David,Gross,058-1176788
11387,Ari,Cohen,058-8054268
11388,Devora,Oren,057-5361988
11389,Kobi,Hershko,056-2331764
11390,Dor,Engel,058-8159988
11391,Tamar,Klein,056-5960640
11392,Noa,Ashkenazi,055-5064060
11393,Eli,Weiss,054-8452671
11394,Liora,Lieberman,059-7852215
11395,Gil,Klein,057-3481300
11396,Ran,Vardi,056-3856632
11397,Galit,Friedman,059-2245952
11398,Miriam,Cohen,052-4667113
11399,Devora,Stern,053-9367412
11400,Itai,Stern,055-1843537
11401,Zohar,Katz,051-5861909
11402,David,Gross,050-5236221
11403,Batya,Shapira,056-1443264
11404,Chana,Silver,059-8165002
11405,Tal,Oren,051-5524500
11406,Rivka,Newman,057-8564793
11407,Hai,Baum,056-1269689
11408,Penina,Kaplan,055-2926888
11409,Naomi,Dahan,057-6000263
11410,Devora,Yosef,053-7524104
11411,Michal,Hoffman,053-8402448
11412,Julia,Jacobson,055-9790803
11413,Keren,Blum,058-6810876
11414,Rachel,Engel,051-5106060
11415,Gal,Rabinowitz,059-9979502
11416,Kobi,Horowitz,054-7548199
11417,Eliyahu,Diamond,053-6370937
11418,Ziv,Feldman,057-5210651
11419,Chana,Green,057-5658494
11420,Hai,Engel,052-2331421
11421,Omer,Weiss,058-5599724
11422,Hadasa,Frank,057-7193990
11423,Noa,Biton,059-2365387
11424,Merav,Ashkenazi,059-9709888
11425,Batya,Feldman,055-9267414
11426,Kayla,Weiss,052-4144035
11427,Yitzhak,Rabinowitz,050-2002200
11428,Zohar,Newman,050-6363493
11429,Paz,Fischer,051-8350939
11430,Gil,Rosen,055-7112283
11431,Paz,Mizrachi,055-2126711
11432,Penina,Weiss,054-6082100
11433,Ziv,Stern,056-3108645
11434,Batya,Avraham,052-4161562
11435,Gil,Berkowitz,050-7818594
11436,Sarah,Berkowitz,053-7238763
11437,Alon,Weinstein,055-8923957
11438,Yaron,Newman,058-1337833
11439,Penina,Adler,052-9451843
11440,Ziv,Yosef,051-7766911
11441,Yosef,Jacobson,057-9200633
11442,Zohar,Rabinowitz,057-9459866
11443,Merav,Goldstein,057-4193467
11444,Ayala,Diamond,053-1795275
11445,Batya,Frank,053-9648175
11446,Itai,Diamond,056-7910787
11447,Avraham,Miller,057-9364957
11448,Galit,Gross,055-1186817
11449,Daniel,Ullman,054-5654694
11450,Rachel,Teller,050-8443889
11451,Nir,Oren,056-3635332
11452,Avraham,Ullman,051-1288865
11453,Liora,Pollak,053-4052888
11454,Omer,Adler,055-3478269
11455,Keren,Jacobson,052-6798738
11456,Ron,Rosen,053-1263396
11457,Adam,Pollak,054-2315491
11458,Miriam,Diamond,057-3031167
11459,Eliyahu,Frank,057-6360115
11460,Chen,Newman,058-8420581
11461,Uri,Lieberman,055-2519356
11462,Merav,Frank,050-9489618
11463,Galit,Blum,050-9302107
11464,Adam,Weinstein,055-4363522
11465,Merav,Cohen,055-4284922
11466,Shira,Feldman,059-9006402
11467,Omer,Diamond,058-4639399
11468,Leah,Mizrachi,057-1403247
11469,Miriam,Dahan,053-1762388
11470,Yael,Oren,056-8523479
11471,Ziv,Biton,052-9971269
11472,Ari,Gross,056-5065656
11473,Merav,Engel,050-4072936
11474,Chana,Jacobson,055-4764716
11475,Keren,Miller,058-3610403
11476,Gal,Stern,059-3863016
11477,Tomer,Dahan,053-8937868
11478,Ari,Green,053-1042318
11479,Dana,Vardi,053-1592910
11480,Julia,Hoffman,058-4619698
11481,Yaakov,Baum,058-5375568
11482,Galit,Schwartz,056-9655206
11483,Ido,Diamond,057-3715949
11484,Ben,Kaplan,056-8139826
11485,Sarah,Teller,056-1770542
11486,Maya,Green,057-7230947
11487,Miriam,Miller,055-8531332
11488,Itai,Zamir,055-5875637
11489,Eitan,Cohen,055-8414162
11490,Chana,Teller,052-6935637
11491,David,Stern,050-4000361
11492,Adam,Vardi,058-9425407
11493,Merav,Biton,050-6371339
11494,Zohar,Jacobson,057-3537531
11495,Dor,Feldman,057-9453211
11496,Ron,Ashkenazi,055-8929430
11497,Ran,Mizrachi,058-1357021
11498,Ran,Stern,051-1275417
11499,Paz,Dahan,055-1994338
11500,Ayala,Zamir,054-5105303
11501,Gal,Adler,056-1231144
11502,Ilana,Teller,051-8182699
11503,Gal,Dahan,055-7152608
11504,Tamar,Diamond,051-4874829
11505,Paz,Levi,054-8389535
11506,Rivka,Mizrachi,050-1695101
11507,Tomer,Feldman,058-6047745
11508,Yaakov,Silver,058-3311547
11509,Lior,Rabinowitz,057-1387616
11510,Maya,Miller,059-1623068
11511,Noa,Blum,059-6163197
11512,Hai,Feldman,056-6843239
11513,Galit,Mizrachi,053-7605885
11514,Dor,Levin,053-7768766
11515,Ron,Hershko,052-3763927
11516,Shahar,Hoffman,055-9556164
11517,Eitan,Hershko,050-9790885
11518,Eli,Berkowitz,055-2084168
11519,Ron,Silver,052-5372725
11520,Nadav,Silver,059-7827850
11521,Maya,Vardi,053-1590859
11522,Yitzhak,Yosef,050-5359557
11523,Rivka,Schwartz,059-1304979
11524,Nadav,Vardi,058-7998094
11525,Efrat,Rabinowitz,052-6304580
11526,Ari,Blum,050-7316280
11527,Gal,Zamir,057-1854458
11528,Orly,Newman,058-8513124
11529,Chen,Biton,057-1233398
11530,Galit,Friedman,056-7816337
11531,Kayla,Levin,051-4739277
11532,Moshe,Weiss,058-5933466
11533,Tamar,Oren,051-4030520
11534,Merav,Avraham,055-1916859
11535,Eitan,Rosen,054-6461235
11536,Matan,Baum,056-3574710
11537,Leah,Engel,053-2874060
11538,Ran,Fischer,053-8075014
11539,Ari,Shapira,057-7751734
11540,Galit,Engel,056-3889293
11541,Tal,Ashkenazi,059-6950129
11542,Efrat,Zamir,059-6185489
11543,Devora,Lieberman,055-1622850
11544,Naomi,Peretz,059-9482758
11545,Keren,Friedman,057-4884598
11546,Eli,Dahan,055-9322101
11547,Eitan,Diamond,050-5659788
11548,Yonatan,Rosen,051-5446897
11549,Kobi,Engel,051-8002686
11550,Adam,Mizrachi,054-5403890
11551,Ari,Hoffman,052-8216557
11552,Matan,Stern,055-9392388
11553,Omer,Oren,056-5795036
11554,Leah,Horowitz,051-2921051
11555,Eli,Yosef,057-1747200
11556,Kobi,Oren,058-9138731
11557,Dana,Shapira,050-4176777
11558,Merav,Klein,057-5136095
11559,Shira,Gross,052-6242181
11560,Yonatan,Green,056-1040779
11561,Devora,Stern,051-6217595
11562,Michal,Horowitz,054-1057075
11563,Uri,Diamond,051-4193294
11564,Rivka,Klein,054-3599167
11565,Zohar,Fischer,055-7465727
11566,Amit,Levin,053-3405489
11567,Michal,Yosef,052-2481170
11568,Chen,Kaplan,054-3061601
11569,Rachel,Fischer,051-1149213
11570,Penina,Teller,055-5583039
11571,Lior,Rabinowitz,055-3371679
11572,Chana,Feldman,050-7170509
11573,Maya,Kaplan,058-2036142
11574,Hadasa,Lieberman,058-3884389
11575,David,Engel,052-8898932
11576,Noam,Goldstein,056-4156588
11577,Chen,Blum,050-4092557
11578,Dor,Hershko,058-2766980
11579,Itai,Goldstein,056-8882980
11580,Tal,Engel,053-5091002
11581,Ran,Baum,052-8530039
11582,Keren,Yosef,056-8364631
11583,Ron,Diamond,059-6632834
11584,Galit,Israel,051-5913992
11585,Noa,Kaplan,057-8680684
11586,Ron,Newman,052-5857486
11587,Nadav,Oren,059-4252808
11588,Noam,Klein,056-9203786
11589,Miriam,Rabinowitz,057-3633739
11590,Maya,Baum,058-5372718
11591,Yosef,Ullman,055-4857246
11592,Maya,Silver,056-8367543
11593,Galit,Schwartz,052-1532652
11594,Alon,Biton,056-3071018
11595,Chen,Avraham,057-8552842
11596,David,Feldman,053-6073548
11597,Yitzhak,Schwartz,058-9959229
11598,Eli,Klein,053-2708073
11599,Yaron,Teller,051-9591459
11600,Moshe,Avraham,056-7758111
11601,Ohad,Kaplan,050-3642737
11602,Itai,Diamond,052-1978465
11603,Ido,Oren,053-9400907
11604,Julia,Vardi,059-7129798
11605,Alon,Biton,051-6932615
11606,Ohad,Ben-David,053-9120577
11607,Liat,Avraham,055-9131702
11608,Itai,Horowitz,051-6327115
11609,Ruth,Dahan,050-7334741
11610,Dana,Cohen,058-8050441
11611,Ziv,Berkowitz,056-6925986
11612,Daniel,Stern,056-1635411
11613,Omer,Baum,052-3408395
11614,Tomer,Hershko,058-3211698
11615,Omer,Feldman,051-3456466
11616,Dana,Silver,051-5105622
11617,Sarah,Mizrachi,056-3103403
11618,Eliyahu,Peretz,058-5850135
11619,Yaakov,Biton,055-9054196
11620,Ruth,Hershko,050-7621695
11621,Nir,Weinstein,059-9782090
11622,Eliyahu,Mizrachi,059-9013030
11623,Rivka,Rosenberg,056-9908278
11624,Shira,Baum,055-1832444
11625,Kayla,Schwartz,056-2559323
11626,Shira,Levin,052-2907748
11627,Ron,Mizrachi,057-4792245
11628,Batya,Klein,050-9815661
11629,Inbar,Dahan,054-4316573
11630,Ruth,Levi,053-1167970
11631,Ran,Levi,050-6725882
11632,Shira,Rosenberg,056-1663754
11633,Chana,Cohen,052-5773877
11634,Efrat,Stern,058-6475517
11635,Keren,Pollak,058-9963413
11636,Julia,Pollak,052-2058826
11637,Gil,Katz,057-4832119
11638,Kayla,Friedman,055-3921106
11639,Ran,Oren,053-3901128
11640,Nir,Miller,057-3930205
11641,Zohar,Horowitz,050-2881289
11642,Ron,Newman,053-5961687
11643,Devora,Ben-David,055-5892925
11644,Hai,Silver,051-9486921
11645,Kayla,Adler,054-7056701
11646,Nadav,Frank,058-1874295
11647,Daniel,Green,059-3914196
11648,Nadav,Ashkenazi,056-4635373
11649,Maya,Baum,059-9778524
11650,Hai,Green,055-7031003
11651,Rachel,Silver,050-5700015
11652,Sarah,Kaplan,053-9268444
11653,Rachel,Mizrachi,050-9385277
11654,Ayala,Mizrachi,059-1909520
11655,Alon,Friedman,057-3429517
11656,Eitan,Rabinowitz,051-4808785
11657,Rachel,Newman,058-1039673
11658,Paz,Klein,053-4967420
11659,Gal,Ashkenazi,055-8056762
11660,Ruth,Baum,054-1308474
11661,Gal,Peretz,051-6240906
11662,Maya,Levi,051-4353703
11663,Chen,Gross,052-1119698
11664,Michal,Katz,052-7429312
11665,Shmuel,Ullman,059-4474015
11666,Noam,Rosen,054-3188636
11667,Noa,Adler,053-4877261
11668,Gal,Rosen,051-5912955
11669,Shmuel,Levin,052-4192727
11670,Ari,Cohen,051-8975196
11671,Oren,Vardi,057-3031316
11672,Ruth,Stern,055-8803259
11673,Kobi,Mizrachi,055-2847745
11674,Penina,Hoffman,050-2234849
11675,David,Cohen,055-7930154
11676,Liora,Weiss,055-3639017
11677,Hila,Weiss,055-7192139
11678,Amit,Green,056-5003566
11679,Rachel,Rosenberg,054-2835886
11680,Hai,Silver,050-3517796
11681,Ziv,Jacobson,056-9035231
11682,Eitan,Peretz,056-7949344
11683,Zohar,Zamir,056-1364100
11684,Uri,Stern,059-3812022
11685,Alon,Hoffman,057-8387014
11686,Liora,Stern,051-6050177
11687,Ruth,Mizrachi,055-8899026
11688,Oren,Hershko,055-4215235
11689,Ran,Shapira,057-9274547
11690,Miriam,Katz,056-3047193
11691,Yaron,Jacobson,057-9768429
11692,Julia,Oren,051-7728405
11693,Merav,Berkowitz,051-9008618
11694,Ari,Gross,051-2570620
11695,Eliyahu,Horowitz,052-5413991
11696,Gal,Katz,054-9401209
11697,Tomer,Hoffman,054-7987186
11698,Liora,Schwartz,051-4420727
11699,Liora,Biton,057-5424114
11700,Amit,Miller,050-7876428
11701,Maya,Oren,055-6205389
11702,Yaron,Silver,050-6903630
11703,Batya,Zamir,050-4222168
11704,Kobi,Cohen,051-2522726
11705,Efrat,Adler,051-8742792
11706,Avraham,Rosen,051-4461079
11707,Yaakov,Friedman,051-3109273
11708,Keren,Schwartz,058-4718780
11709,Amit,Teller,058-2473843
11710,Inbar,Katz,050-5100194
11711,Yaron,Green,059-7386761
11712,Rivka,Diamond,054-1204940
11713,Avraham,Biton,059-2070806
11714,Yaron,Stern,052-7690936
11715,Daniel,Weinstein,057-3492296
11716,Ron,Biton,051-8065653
11717,Ohad,Schwartz,054-3894538
11718,Shahar,Teller,051-3048575
11719,Kobi,Green,055-5892932
11720,Shira,Diamond,052-5609549
11721,Julia,Goldstein,052-4839038
11722,Daniel,Silver,056-5930024
11723,Lior,Zamir,051-2329328
11724,Dana,Israel,054-7716445
11725,Daniel,Weiss,058-6833547
11726,Eitan,Rabinowitz,055-3496583
11727,Hai,Lieberman,056-7558389
11728,Yaron,Goldstein,051-9308858
11729,Paz,Diamond,054-6448430
11730,Alon,Ashkenazi,053-2653386
11731,Michal,Ashkenazi,054-6275986
11732,David,Diamond,050-6428745
11733,Paz,Avraham,051-4576814
11734,Batya,Silver,051-4754162
11735,Ron,Silver,056-5061756
11736,Ari,Ashkenazi,050-9327645
11737,Liat,Oren,050-9112297
11738,Kayla,Diamond,059-6389340
11739,Keren,Zamir,056-1897799
11740,Gal,Levin,058-4815503
11741,David,Lieberman,051-6414185
11742,Ohad,Rabinowitz,054-9194893
11743,Tomer,Hershko,053-4994955
11744,Nadav,Vardi,053-7226350
11745,Batya,Berkowitz,056-9016414
11746,Yaakov,Avraham,056-9421543
11747,Rachel,Goldstein,055-5050350
11748,Noam,Teller,057-6364848
11749,Shmuel,Horowitz,050-4594798
11750,Batya,Levi,051-2939032
11751,Ilana,Gross,059-7674448
11752,Naomi,Miller,057-5507461
11753,Moshe,Zamir,059-7014111
11754,Uri,Miller,050-6495382
11755,Rivka,Mizrachi,059-6873714
11756,Chana,Miller,052-9425353
11757,Eliyahu,Jacobson,054-8497948
11758,Ran,Rosen,056-9477971
11759,Shmuel,Adler,053-3884191
11760,Paz,Biton,056-2591306
11761,Amit,Oren,055-5519924
11762,Yaakov,Vardi,056-3977985
11763,Devora,Israel,059-1435029
11764,Hadasa,Kaplan,050-7606074
11765,Galit,Klein,051-3059204
11766,Ran,Teller,051-8723390
11767,Ruth,Feldman,059-3341165
11768,Merav,Goldstein,052-4517633
11769,Hai,Dahan,052-6525134
11770,Noa,Hershko,057-3298534
11771,Miriam,Cohen,053-9709107
11772,Miriam,Ashkenazi,056-3068402
11773,Dana,Rosenberg,057-2948290
11774,Matan,Dahan,053-5685347
11775,Yonatan,Hershko,057-4164668
11776,Omer,Klein,055-9252675
11777,Gil,Vardi,057-5267792
11778,Ziv,Avraham,054-3534386
11779,David,Oren,054-4106062
11780,Yaakov,Engel,059-5000692
11781,Chana,Horowitz,051-7201126
11782,Hadasa,Frank,051-5823255
11783,Omer,Feldman,050-6524509
11784,Orly,Shapira,055-4795425
11785,Yosef,Ben-David,059-7109189
11786,Rivka,Vardi,058-9249296
11787,Efrat,Oren,059-4753691
11788,Shira,Stern,052-9196734
11789,Chen,Frank,059-6842427
11790,Inbar,Goldstein,053-9733740
11791,Eitan,Diamond,051-3141773
11792,Ruth,Goldstein,051-5015681
11793,Zohar,Avraham,051-2235678
11794,Hai,Silver,053-1851022
11795,Ari,Levi,057-6505833
11796,Alon,Hoffman,050-3988358
11797,Matan,Adler,059-5679491
11798,Julia,Ben-David,054-2737911
11799,Uri,Schwartz,052-3115640
11800,Ziv,Weiss,052-1560024
11801,Naomi,Green,053-9786606
11802,Zohar,Weinstein,057-1993789
11803,Penina,Blum,053-2758701
11804,Itai,Green,050-9838096
11805,Rivka,Levin,057-9710385
11806,Chen,Green,059-3842999
11807,Ido,Weiss,051-8117748
11808,Merav,Rosenberg,052-7304611
11809,Shmuel,Jacobson,050-4508790
11810,Keren,Biton,055-2790287
11811,Gil,Biton,057-6059943
11812,Nadav,Weinstein,059-5133107
11813,Liat,Cohen,053-8453494
11814,Ohad,Silver,057-4880735
11815,Liat,Friedman,051-4746890
11816,Chen,Engel,050-5197783
11817,Penina,Lieberman,056-3836195
11818,Tomer,Hoffman,055-6177220
11819,Avraham,Engel,057-1255951
11820,David,Gross,053-6973979
11821,Zohar,Silver,058-9703758
11822,Lior,Schwartz,054-2696473
11823,Ido,Ben-David,058-1460258
11824,Naomi,Rosenberg,059-4898050
11825,Ilana,Gross,050-3286423
11826,Kayla,Lieberman,057-9073947
11827,Merav,Ashkenazi,052-6714507
11828,Hadasa,Hershko,055-4677260
11829,Ayala,Biton,055-8149922
11830,Ron,Avraham,055-4940265
11831,Dor,Zamir,050-8486802
11832,Moshe,Rosen,056-7980877
11833,Efrat,Peretz,056-4576305
11834,Gil,Dahan,051-2159104
11835,Michal,Vardi,051-2750742
11836,Adam,Feldman,053-1428854
11837,Itai,Hershko,053-2914094
11838,Alon,Horowitz,050-4864896
11839,Devora,Hershko,059-2294766
11840,Ayala,Cohen,053-9147778
11841,Penina,Rabinowitz,053-1461064
11842,Hila,Avraham,058-3300598
11843,Shmuel,Cohen,054-7225499
11844,Ilana,Shapira,050-8999678
11845,Omer,Avraham,056-4062040
11846,Nadav,Engel,054-3130351
11847,Shahar,Diamond,058-5530122
11848,Chana,Berkowitz,052-7042913
11849,Zohar,Peretz,056-6510898
11850,Nir,Miller,059-1403953
11851,Adam,Weinstein,053-7452349
11852,Liora,Pollak,051-3170730
11853,Avraham,Engel,052-1573881
11854,Miriam,Green,058-1380742
11855,Gil,Gross,055-1187469
11856,Kayla,Avraham,059-7952674
11857,Liat,Zamir,054-5658686
11858,Zohar,Diamond,055-8494353
11859,Kayla,Ben-David,051-8503822
11860,Matan,Stern,052-1563987
11861,Yaron,Horowitz,050-7066019
11862,Oren,Hoffman,055-8043532
11863,Chana,Lieberman,050-3924090
11864,Shmuel,Friedman,056-9362007
11865,Yaron,Oren,059-5072407
11866,Yaakov,Levi,051-4759384
11867,Kobi,Rabinowitz,051-6087212
11868,Yaakov,Fischer,058-1875154
11869,Noa,Rabinowitz,057-1320526
11870,Penina,Biton,054-5559527
11871,Michal,Fischer,054-9709844
11872,Kobi,Cohen,050-1227355
11873,Yitzhak,Stern,050-1377463
